customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
237324,5,B,201601,2,2,2,20160129.0,20160127.0,1734.07,408.21
237324,5,B,201602,10,5,7,20160229.0,20160211.0,72228.22,19329.97
237324,5,B,201603,14,7,6,20160318.0,20160303.0,10341.23,1972.75
237324,5,B,201604,3,3,3,20160426.0,20160405.0,29104.81,6188.01
237324,5,B,201605,2,2,3,20160527.0,20160509.0,1021.04,212.63
237324,5,B,201606,2,2,2,20160629.0,20160609.0,-4312.19,787.73
237324,5,B,201607,3,3,2,20160722.0,20160711.0,3481.76,776.32
237324,5,B,201608,4,1,1,20160817.0,20160817.0,264.19,111.95
237324,5,B,201609,11,7,5,20160921.0,20160901.0,8957.01,1647.71
237324,5,B,201610,0,0,0,,,0.0,0.0
237324,5,B,201612,1,1,1,20161208.0,20161208.0,1514.52,326.66
237324,5,B,201701,10,3,5,20170124.0,20170103.0,2328.54,1220.1
237324,5,B,201702,4,3,3,20170214.0,20170208.0,557.2,170.54
237324,5,B,201703,3,3,3,20170324.0,20170316.0,842.01,282.65
237324,5,B,201704,0,0,0,,,137.72,49.96
237324,5,B,201705,1,1,1,20170505.0,20170505.0,660.02,67.46
237324,5,B,201706,3,2,1,20170614.0,20170614.0,560.04,235.52
237324,5,B,201707,3,2,2,20170724.0,20170711.0,4042.44,836.76
237324,5,B,201708,0,0,0,,,0.0,0.0
237324,5,B,201709,3,3,3,20170926.0,20170914.0,5413.52,938.82
237324,5,B,201710,1,1,1,20171024.0,20171024.0,445.15,113.08
237324,5,B,201711,4,3,3,20171127.0,20171107.0,3167.9,760.96
237324,5,B,201712,0,0,0,,,0.0,0.0
237324,5,B,201801,3,2,2,20180125.0,20180123.0,1062.78,186.78
237324,5,B,201802,5,5,8,20180228.0,20180205.0,12140.03,3613.29
237324,5,B,201803,1,1,2,20180305.0,20180302.0,3247.68,537.66
237324,5,B,201804,1,1,1,20180430.0,20180430.0,17706.64,4133.6
237324,5,B,201805,1,1,1,20180503.0,20180503.0,385.0,150.23
237324,5,B,201806,0,0,0,,,-18874.48,-3086.5
237324,5,B,201808,3,3,3,20180817.0,20180814.0,23123.58,5948.21
237324,5,B,201810,1,1,1,20181019.0,20181019.0,34.48,5.36
237324,5,B,201811,2,2,2,20181128.0,20181105.0,-13890.9,-1268.63
237324,5,B,201812,7,7,4,20181226.0,20181213.0,4582.76,1255.18
237324,5,B,201902,4,3,3,20190228.0,20190204.0,8008.81,1596.71
237324,5,B,201903,0,0,0,,,0.0,0.0
237324,5,B,201904,0,0,0,,,0.0,0.0
237324,5,B,201908,1,1,1,20190827.0,20190827.0,3600.0,180.0
237324,5,B,201911,2,2,2,20191119.0,20191107.0,6118.78,447.18
