customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin
633370,2,B,201601,3,3,3,20160121.0,20160111.0,2452.26,1055.79
633370,2,B,201602,13,7,3,20160229.0,20160212.0,2872.27,1075.03
633370,2,B,201603,5,4,2,20160317.0,20160307.0,853.4,291.76
633370,2,B,201604,15,7,4,20160422.0,20160404.0,3905.92,1410.03
633370,2,B,201606,5,4,2,20160630.0,20160608.0,1728.65,537.59
633370,2,B,201607,1,1,1,20160706.0,20160706.0,2540.8,548.8
633370,2,B,201608,9,6,5,20160829.0,20160802.0,4772.21,1201.55
633370,2,B,201609,7,3,1,20160922.0,20160922.0,2267.04,635.42
633370,2,B,201611,11,4,1,20161116.0,20161116.0,1928.35,779.83
633370,2,B,201612,15,4,1,20161202.0,20161202.0,692.82,373.66
633370,2,B,201701,0,0,0,,,0.0,0.0
633370,2,B,201702,13,4,2,20170213.0,20170202.0,3788.93,1311.17
633370,2,B,201705,3,1,1,20170510.0,20170510.0,2437.51,614.84
633370,2,B,201706,6,2,2,20170626.0,20170609.0,427.4,149.87
633370,2,B,201708,6,4,1,20170815.0,20170815.0,2126.64,702.76
633370,2,B,201710,1,1,1,20171002.0,20171002.0,1107.0,371.88
633370,2,B,201711,12,1,1,20171101.0,20171101.0,534.6,131.78
633370,2,B,201804,0,0,0,,,802.14,256.27
633370,2,B,201806,1,1,1,20180613.0,20180613.0,1611.18,939.18
633370,2,B,201807,1,1,1,20180730.0,20180730.0,48.66,23.96
633370,2,B,201808,0,0,0,,,1109.18,326.01
633370,2,B,201809,2,1,1,20180910.0,20180910.0,593.28,231.29
633370,2,B,201810,9,4,2,20181018.0,20181009.0,23921.86,3511.4
633370,2,B,201902,2,2,1,20190213.0,20190213.0,541.17,204.07
633370,2,B,201903,8,6,1,20190311.0,20190311.0,1528.7,571.36
633370,2,B,201907,0,0,0,,,0.0,117.0
633370,2,B,201908,1,1,1,20190809.0,20190809.0,2290.0,295.0
633370,2,B,201909,14,10,2,20190930.0,20190904.0,12910.54,3453.17
633370,2,B,201910,6,4,1,20191007.0,20191007.0,142.79,55.62
633370,2,B,201911,3,3,1,20191101.0,20191101.0,1328.25,540.09
