customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
174057,8,A,201601,2,2,1,20160127.0,20160127.0,261.8,80.63,2016-01-01,,0
174057,8,A,201602,4,2,2,20160216.0,20160202.0,819.0,235.81,2016-02-01,31 days,0
174057,8,A,201603,7,5,3,20160323.0,20160307.0,946.02,276.92,2016-03-01,29 days,0
174057,8,A,201604,18,8,6,20160428.0,20160405.0,1319.92,646.03,2016-04-01,31 days,0
174057,8,A,201605,10,8,4,20160527.0,20160502.0,682.58,263.1,2016-05-01,30 days,0
174057,8,A,201606,2,2,2,20160622.0,20160603.0,72.93,28.68,2016-06-01,31 days,0
174057,8,A,201607,13,5,9,20160731.0,20160708.0,1197.43,340.68,2016-07-01,30 days,0
174057,8,A,201608,8,5,3,20160830.0,20160803.0,563.51,218.21,2016-08-01,31 days,0
174057,8,A,201609,5,3,2,20160919.0,20160901.0,291.11,86.7,2016-09-01,31 days,0
174057,8,A,201610,25,8,5,20161024.0,20161007.0,2634.59,1265.04,2016-10-01,30 days,0
174057,8,A,201611,3,3,2,20161121.0,20161109.0,221.59,85.04,2016-11-01,31 days,0
174057,8,A,201612,7,5,4,20161228.0,20161202.0,1893.99,710.98,2016-12-01,30 days,0
174057,8,A,201701,10,3,2,20170125.0,20170111.0,739.45,297.98,2017-01-01,31 days,0
174057,8,A,201702,9,4,4,20170223.0,20170214.0,741.58,251.38,2017-02-01,31 days,0
174057,8,A,201703,14,10,3,20170322.0,20170310.0,1166.68,420.12,2017-03-01,28 days,0
174057,8,A,201704,17,5,4,20170424.0,20170404.0,1821.35,666.47,2017-04-01,31 days,0
174057,8,A,201705,19,8,5,20170525.0,20170502.0,2970.52,1020.13,2017-05-01,30 days,0
174057,8,A,201706,25,9,3,20170629.0,20170601.0,3445.33,1198.06,2017-06-01,31 days,0
174057,8,A,201707,11,4,4,20170731.0,20170712.0,1336.07,389.7,2017-07-01,30 days,0
174057,8,A,201708,0,0,0,,,427.09,135.72,2017-08-01,31 days,0
174057,8,A,201709,13,9,4,20170927.0,20170913.0,2545.58,1041.68,2017-09-01,31 days,0
174057,8,A,201710,1,1,1,20171011.0,20171011.0,1289.98,378.44,2017-10-01,30 days,0
174057,8,A,201711,0,0,0,,,2791.71,935.53,2017-11-01,31 days,0
174057,8,A,201801,7,5,2,20180129.0,20180125.0,236.03,107.32,2018-01-01,61 days,0
174057,8,A,201802,1,1,1,20180220.0,20180220.0,580.61,156.63,2018-02-01,31 days,0
174057,8,A,201803,21,11,4,20180314.0,20180305.0,2354.94,943.03,2018-03-01,28 days,0
174057,8,A,201804,14,4,6,20180424.0,20180402.0,4180.03,1327.86,2018-04-01,31 days,0
174057,8,A,201805,24,8,5,20180531.0,20180510.0,4299.81,1359.46,2018-05-01,30 days,0
174057,8,A,201806,10,5,1,20180606.0,20180606.0,2521.7,785.75,2018-06-01,31 days,0
174057,8,A,201807,1,1,1,20180731.0,20180731.0,108.63,47.8,2018-07-01,30 days,0
174057,8,A,201808,3,1,1,20180830.0,20180830.0,1221.16,613.93,2018-08-01,31 days,0
174057,8,A,201809,9,7,4,20180925.0,20180905.0,2154.57,703.98,2018-09-01,31 days,0
174057,8,A,201810,32,15,10,20181026.0,20181001.0,7100.55,2648.28,2018-10-01,30 days,0
174057,8,A,201811,14,10,5,20181129.0,20181107.0,1270.82,539.2,2018-11-01,31 days,0
174057,8,A,201812,17,7,4,20181213.0,20181206.0,1065.5,519.98,2018-12-01,30 days,0
174057,8,A,201901,32,10,10,20190130.0,20190102.0,1716.93,643.31,2019-01-01,31 days,0
174057,8,A,201902,11,9,4,20190227.0,20190205.0,1671.0,549.63,2019-02-01,31 days,0
174057,8,A,201903,16,5,5,20190328.0,20190311.0,5161.28,1605.53,2019-03-01,28 days,0
174057,8,A,201904,16,5,3,20190430.0,20190415.0,3638.89,1230.14,2019-04-01,31 days,0
174057,8,A,201905,8,1,1,20190514.0,20190514.0,1256.08,277.39,2019-05-01,30 days,0
174057,8,A,201906,7,4,4,20190625.0,20190605.0,1407.67,491.13,2019-06-01,31 days,0
174057,8,A,201907,5,2,1,20190702.0,20190702.0,765.34,285.49,2019-07-01,30 days,0
174057,8,A,201908,6,3,2,20190805.0,20190802.0,2395.9,842.74,2019-08-01,31 days,0
174057,8,A,201909,3,3,1,20190910.0,20190910.0,801.9,265.94,2019-09-01,31 days,0
174057,8,A,201910,7,3,2,20191030.0,20191002.0,1441.95,520.33,2019-10-01,30 days,0
174057,8,A,201911,14,7,3,20191122.0,20191112.0,6628.62,2000.56,2019-11-01,31 days,0
174057,8,A,201912,5,3,2,20191218.0,20191210.0,2653.21,1272.14,2019-12-01,30 days,0
