customer_number,Division,Customer_Type,YearMonth,Monthly_SKUs_Purchased,Monthly_Vendors_Purchased,Monthly_Number _of_Sales,Monthly_Last_Sales_Date,Monthly_First_Sales_Date,Monthly_Sum_Sales,Monthly_Gross_Margin,new_yearMonth,difference,churn
253208,2,B,201601,9,9,3,20160118.0,20160113.0,1815.71,295.36,2016-01-01,,1
253208,2,B,201603,7,7,3,20160323.0,20160301.0,4175.1,640.51,2016-03-01,60 days,1
253208,2,B,201604,8,5,5,20160425.0,20160401.0,10192.56,1898.14,2016-04-01,31 days,1
253208,2,B,201605,8,7,4,20160531.0,20160509.0,3332.19,361.65,2016-05-01,30 days,1
253208,2,B,201606,3,2,2,20160620.0,20160602.0,375.32,57.1,2016-06-01,31 days,1
253208,2,B,201607,4,4,2,20160727.0,20160711.0,3343.78,534.16,2016-07-01,30 days,1
253208,2,B,201608,4,4,4,20160818.0,20160802.0,5177.87,696.99,2016-08-01,31 days,1
253208,2,B,201609,14,10,6,20160929.0,20160901.0,14222.0,2459.43,2016-09-01,31 days,1
253208,2,B,201610,5,5,3,20161025.0,20161011.0,3747.95,235.96,2016-10-01,30 days,1
253208,2,B,201611,4,3,2,20161115.0,20161107.0,177.77,34.61,2016-11-01,31 days,1
253208,2,B,201612,1,1,1,20161212.0,20161212.0,453.78,-157.01,2016-12-01,30 days,1
253208,2,B,201701,4,3,3,20170130.0,20170124.0,1900.83,367.1,2017-01-01,31 days,1
253208,2,B,201702,5,5,2,20170227.0,20170220.0,3581.6,784.83,2017-02-01,31 days,1
253208,2,B,201703,4,3,4,20170331.0,20170308.0,1128.61,218.44,2017-03-01,28 days,1
253208,2,B,201704,0,0,0,,,-181.6,-99.59,2017-04-01,31 days,1
253208,2,B,201706,3,2,2,20170622.0,20170615.0,8877.68,1429.75,2017-06-01,61 days,1
253208,2,B,201708,6,5,5,20170830.0,20170808.0,4194.04,670.95,2017-08-01,61 days,1
253208,2,B,201709,0,0,0,,,-78.62,-78.62,2017-09-01,31 days,1
253208,2,B,201710,3,2,2,20171025.0,20171011.0,27946.07,2800.07,2017-10-01,30 days,1
253208,2,B,201711,4,3,3,20171129.0,20171106.0,69145.68,7094.43,2017-11-01,31 days,1
253208,2,B,201712,1,1,1,20171208.0,20171208.0,1481.02,342.78,2017-12-01,30 days,1
253208,2,B,201803,6,6,3,20180330.0,20180312.0,2760.55,514.65,2018-03-01,90 days,1
253208,2,B,201806,3,2,3,20180628.0,20180608.0,6815.83,1438.65,2018-06-01,92 days,1
253208,2,B,201808,2,2,2,20180823.0,20180810.0,1946.43,363.25,2018-08-01,61 days,1
253208,2,B,201809,1,1,1,20180907.0,20180907.0,87.53,30.69,2018-09-01,31 days,1
253208,2,B,201810,3,2,4,20181019.0,20181005.0,5668.65,820.76,2018-10-01,30 days,1
253208,2,B,201811,2,2,2,20181119.0,20181107.0,1720.42,247.24,2018-11-01,31 days,1
253208,2,B,201901,5,4,4,20190124.0,20190121.0,3611.61,508.11,2019-01-01,61 days,1
253208,2,B,201903,5,2,3,20190318.0,20190314.0,1542.62,263.28,2019-03-01,59 days,1
253208,2,B,201905,1,1,1,20190515.0,20190515.0,1392.7,261.46,2019-05-01,61 days,1
253208,2,B,201906,2,2,2,20190628.0,20190625.0,2220.8,303.61,2019-06-01,31 days,1
253208,2,B,201907,1,1,1,20190717.0,20190717.0,481.0,33.54,2019-07-01,30 days,1
253208,2,B,201909,1,1,1,20190927.0,20190927.0,542.0,93.5,2019-09-01,62 days,1
253208,2,B,201910,3,3,3,20191029.0,20191007.0,7532.44,1255.35,2019-10-01,30 days,1
